Class 0,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Class 7,Class 8
0.09215534,0.0006617215,0.00860474,0.0044644335,0.89410657,1.1624265e-07,5.415657e-06,1.3441842e-06,2.9880488e-07
0.84370434,2.0999938e-05,7.866217e-06,0.0005389919,0.15572765,2.0107613e-09,2.3890934e-07,4.9829154e-08,9.758284e-09
0.8050076,1.7631128e-05,1.7005366e-06,3.870621e-05,0.19493422,1.0262355e-09,7.300783e-08,2.3140176e-08,3.4798049e-09
0.44526488,0.00032608476,0.0010600268,0.009115528,0.544222,3.0927256e-07,7.802532e-06,2.8013862e-06,5.6647195e-07
0.78792685,5.2223506e-05,6.905798e-06,0.00037940513,0.21163416,8.30656e-09,3.465038e-07,1.2212921e-07,2.7379343e-08
0.5698982,8.207848e-05,0.0005429541,0.0008909437,0.42858225,9.075373e-08,2.4054252e-06,9.871449e-07,2.0230411e-07
0.004474885,1.6132322e-05,7.175438e-05,3.053807e-05,0.9954066,3.0430414e-09,1.4903377e-07,4.1682256e-08,1.225359e-08
0.94641054,0.00025452196,0.00013567568,0.0012142223,0.051978543,2.5630484e-07,3.910768e-06,1.8759488e-06,4.0857992e-07
0.42919922,0.011387241,0.009209048,0.054378424,0.49574333,4.3362907e-06,4.7852085e-05,2.382055e-05,6.6475172e-06
0.99184555,9.879418e-07,8.955425e-07,9.536702e-05,0.008057182,1.6695581e-10,2.82929e-08,5.989547e-09,7.583735e-10
0.93365455,2.2099324e-05,2.3037182e-06,0.0002476746,0.06607315,1.2180393e-09,1.1888459e-07,3.062964e-08,4.7425526e-09
0.9802491,1.6588692e-06,2.3416628e-07,0.00011845165,0.019630602,1.8603113e-10,3.2535564e-08,6.5071872e-09,8.0980433e-10
0.98776895,2.441445e-06,2.987314e-07,0.00010207036,0.012126098,1.8788564e-10,2.3498073e-08,6.6123422e-09,7.60852e-10
0.7667753,4.961882e-06,1.2118923e-06,9.323661e-05,0.23312524,1.0131103e-09,7.0209644e-08,2.081927e-08,3.5883572e-09
0.99182254,1.3419061e-06,1.2591058e-06,0.00011556861,0.00805934,2.6012262e-10,3.5698093e-08,8.211305e-09,1.0959887e-09
0.9451563,2.6529902e-05,3.072313e-06,0.0004770353,0.054337077,1.8366247e-09,1.627431e-07,4.309163e-08,6.741237e-09
0.9802491,1.6588692e-06,2.3416628e-07,0.00011845165,0.019630602,1.8603113e-10,3.2535564e-08,6.5071872e-09,8.0980433e-10
0.7387719,8.340522e-06,4.556381e-06,4.567765e-05,0.26116934,1.0870685e-09,8.8555986e-08,2.3741778e-08,3.8049097e-09
0.83325905,5.419661e-06,4.781283e-06,0.00018987933,0.1665405,3.344436e-09,1.5093269e-07,5.581555e-08,1.08769305e-08
0.5698982,8.207848e-05,0.0005429541,0.0008909437,0.42858225,9.075373e-08,2.4054252e-06,9.871449e-07,2.0230411e-07
0.9671661,1.0232298e-05,1.1979465e-06,0.00012321628,0.032699153,7.050565e-10,7.2216416e-08,1.8291377e-08,3.4247158e-09
0.95699954,0.00020522924,8.891762e-05,0.00083473005,0.041867204,1.6634867e-07,2.8415593e-06,1.2833036e-06,2.6455055e-07
0.77780366,0.0003279471,1.4145835e-05,0.004881698,0.21697056,3.8056225e-08,1.267493e-06,5.434699e-07,9.193622e-08
0.59572226,0.0013706185,1.0434248e-05,0.00097248284,0.40192255,2.4828669e-08,1.1964001e-06,3.453765e-07,6.728047e-08
0.19612882,0.0023758716,0.00013776524,0.0014761924,0.79987705,1.3258087e-07,2.6662512e-06,1.2862041e-06,2.9040214e-07
0.2893289,0.01417874,1.864657e-05,0.00025192948,0.6962192,6.748903e-08,1.8216907e-06,5.30649e-07,1.6524498e-07
0.99675155,2.3807836e-06,2.776692e-06,0.0010782855,0.0021649178,1.4477157e-09,9.7906444e-08,3.226833e-08,4.4284683e-09
0.12437369,0.00019715709,0.0008435031,0.0037473475,0.87083054,2.480664e-07,5.207119e-06,1.915665e-06,4.2555135e-07
0.930196,4.0794042e-05,0.00087811454,0.00026818487,0.06861403,7.700677e-08,1.764848e-06,7.060486e-07,2.4141633e-07
0.59601307,0.0007099452,0.22500211,0.16675997,0.011480731,1.4915672e-06,2.0944502e-05,8.8090255e-06,2.9278397e-06
0.68465906,0.0016952415,2.4866826e-05,0.00013467079,0.31348398,5.5261058e-08,1.3667184e-06,4.6061928e-07,1.3524952e-07
0.9721523,0.00025199697,0.000338438,0.01507584,0.01217118,3.1742664e-07,6.625567e-06,2.6393018e-06,6.463768e-07
0.96390516,0.00010969335,1.9610467e-05,0.008357172,0.027606377,4.0839552e-08,1.2624073e-06,5.639759e-07,1.02389016e-07
0.7858591,0.00012937054,9.182586e-05,0.0004792306,0.21343812,8.263129e-08,1.382577e-06,6.2288217e-07,1.5718543e-07
0.9820837,0.00036001368,0.0030730574,0.0034571157,0.011017418,3.5232287e-07,5.3735916e-06,2.3171845e-06,6.906289e-07
0.90027446,2.8862469e-05,0.00066302315,0.0010637279,0.09796769,4.7739324e-08,1.5105497e-06,5.5009104e-07,1.6041787e-07
0.48793074,0.27483305,0.13648951,0.02884991,0.07166178,1.8802579e-05,0.00012398478,6.5737884e-05,2.6386957e-05
0.9555831,5.5962655e-06,1.411109e-06,0.00059696636,0.043812912,1.8996196e-09,1.2186692e-07,4.3759393e-08,6.3311782e-09
0.983052,5.3900944e-06,4.1086096e-07,0.00015727787,0.016784828,4.2161485e-10,3.986698e-08,1.2704516e-08,1.5530007e-09
0.8227267,6.9888585e-05,1.9763711e-05,3.9837803e-05,0.1771433,8.1835845e-09,2.9344312e-07,8.631006e-08,1.9767716e-08
0.8276052,0.0035244774,0.0066242763,0.14854117,0.013649046,2.3476991e-06,3.0830168e-05,1.8361457e-05,4.193936e-06
0.54632276,0.005615391,0.041823674,0.03416965,0.37195775,7.6631695e-06,5.838392e-05,3.265345e-05,1.2043102e-05
0.4338782,0.50309,0.00066895504,0.033284,0.029036686,9.57121e-07,2.9160406e-05,9.580639e-06,2.3685989e-06
0.71329516,0.00011597349,0.00034713483,0.00099341,0.28524378,1.483525e-07,2.8489956e-06,1.2258882e-06,2.6798506e-07
0.91609573,1.2701025e-05,3.9165738e-05,0.00018777729,0.08366428,7.92222e-09,3.5489376e-07,1.147664e-07,2.3037227e-08
0.98045087,3.1800263e-07,5.097209e-07,0.0002097833,0.01933857,1.0447069e-10,1.7497836e-08,3.9920214e-09,4.9912097e-10
0.28811342,6.7378073e-06,7.432004e-05,9.75083e-05,0.71170765,5.788006e-09,2.8212284e-07,7.6912876e-08,2.3157877e-08
0.9693516,2.4392313e-05,3.705731e-05,0.0016364547,0.028949056,3.519301e-08,9.3070156e-07,3.8229734e-07,8.959859e-08
0.35241458,0.0016488567,1.11185955e-05,0.00011699439,0.64580756,1.3407537e-08,5.8387815e-07,1.9521895e-07,2.9939965e-08
0.89114374,1.2956087e-06,2.8327844e-07,2.9953686e-05,0.10882469,1.649707e-10,2.142134e-08,4.719162e-09,7.330427e-10
0.85233504,0.00025210032,1.501177e-05,0.00015085847,0.14724542,3.348748e-08,1.021671e-06,3.8862555e-07,7.744867e-08
0.8378984,6.416817e-06,1.4602729e-06,3.7467016e-05,0.16205616,6.192876e-10,6.1834285e-08,1.5182392e-08,2.1399529e-09
0.9775465,3.2934474e-06,3.9646378e-07,3.9471026e-05,0.022410346,2.4121813e-10,3.4457706e-08,7.590026e-09,1.0063589e-09
0.991078,3.0808967e-06,4.9306173e-06,6.264692e-05,0.008851221,7.9923196e-10,6.672111e-08,1.8331358e-08,2.9997236e-09
0.87528783,5.300531e-05,2.2935983e-06,0.0020336625,0.12262257,9.755976e-09,4.5234532e-07,1.8722329e-07,2.18459e-08
0.95056015,0.0012106529,0.00026093092,0.01458882,0.03336375,6.870966e-07,9.130673e-06,4.6916393e-06,1.1524845e-06
0.99743074,2.5756426e-05,6.4503075e-07,0.00034406534,0.0021986554,1.5484842e-09,1.2041336e-07,3.400845e-08,4.4061506e-09
0.9778446,4.0491773e-06,3.8518812e-07,6.73851e-06,0.022144213,7.390052e-11,1.1425052e-08,2.2165039e-09,3.6146047e-10
0.92895144,0.014357705,0.0050961035,0.025776787,0.02578085,1.2224419e-06,2.4151908e-05,9.729251e-06,2.0223379e-06
0.9923787,0.00011478139,6.8225895e-06,0.0010008051,0.006497635,2.6291112e-08,8.7108054e-07,3.630906e-07,5.6675344e-08
0.2565535,0.0005180662,0.008178933,0.003885884,0.730855,1.5954396e-07,6.2036756e-06,1.8763579e-06,3.9054123e-07
0.99621826,2.6346873e-07,3.5231142e-07,5.9184444e-05,0.003721983,6.6357544e-11,1.0560018e-08,2.6675322e-09,3.2904068e-10
0.9882931,0.00013589807,0.0002591834,0.007037932,0.0042701056,1.0247187e-07,2.4131539e-06,1.0500506e-06,2.2134707e-07
0.97128344,1.6214413e-05,3.155079e-05,0.00013185514,0.028536472,1.2248978e-08,3.7584084e-07,1.4996067e-07,3.2910272e-08
0.9908756,2.8397182e-05,8.6451e-05,0.0009000853,0.00810849,1.8396607e-08,8.541025e-07,2.7386267e-07,5.338334e-08
0.73343784,0.16671267,0.0055317506,0.07225826,0.021964263,3.3420622e-06,6.0036506e-05,2.6267606e-05,5.563942e-06
0.98758954,6.668362e-06,5.139787e-06,0.0003687791,0.012029582,3.587894e-09,1.7370917e-07,6.467933e-08,9.583699e-09
0.9992111,1.8631043e-06,3.3236984e-07,0.00012940509,0.0006572334,2.0148475e-10,2.6127008e-08,6.6168884e-09,7.831456e-10
0.96191263,3.162174e-05,3.6459176e-05,0.00014869733,0.0378701,8.090495e-09,3.1867654e-07,1.1480137e-07,2.4164724e-08
0.98600686,0.00014403947,4.9874554e-05,0.012185352,0.001612611,1.6798118e-08,9.898176e-07,3.1427206e-07,5.4476686e-08
0.8501648,0.0067558656,0.0322578,0.06650904,0.044196833,5.461169e-06,6.750417e-05,3.304764e-05,9.769832e-06
0.98314375,1.8971655e-06,3.8176552e-07,9.161826e-05,0.016762352,2.4504546e-10,3.5628243e-08,7.86454e-09,1.0058128e-09
0.9991021,3.0580173e-07,4.10642e-08,5.803197e-05,0.0008395461,2.087585e-11,4.2470125e-09,9.964027e-10,9.613649e-11
0.8744273,0.0002565733,0.00039586995,0.00056544447,0.124352485,6.2787144e-08,1.4407424e-06,5.381043e-07,1.6044135e-07
0.99037313,4.3101296e-05,0.00012196874,0.0047533168,0.0047071553,2.8079477e-08,9.259232e-07,3.7539303e-07,8.019646e-08
0.9708388,0.00010840697,0.002169521,0.014762666,0.012112116,2.892812e-07,4.8268507e-06,2.4972999e-06,7.6647314e-07
0.9923194,1.5412897e-05,4.0731888e-05,0.00015132692,0.007472717,6.4281314e-09,3.3438863e-07,1.0363067e-07,1.9125629e-08
0.7757628,0.0010143756,0.001753584,0.21807657,0.003376813,5.3150256e-07,9.73748e-06,4.4052967e-06,1.08138e-06
0.96608734,0.0020381457,0.00039562778,0.013700576,0.017768856,3.9328114e-07,5.34628e-06,3.1407765e-06,7.744087e-07
0.9907809,5.030638e-05,1.02918e-05,0.0013280283,0.007829638,1.398958e-08,5.6704965e-07,2.2222699e-07,3.6772526e-08
0.997389,4.8032554e-05,3.9914544e-06,0.00011990316,0.002438791,3.9459813e-09,1.9948956e-07,5.937332e-08,9.92135e-09
0.1498414,1.3942159e-05,6.552696e-07,2.425903e-06,0.8501416,2.0478395e-10,2.1507745e-08,4.4009205e-09,8.9189894e-10
0.83325905,5.419661e-06,4.781283e-06,0.00018987933,0.1665405,3.344436e-09,1.5093269e-07,5.581555e-08,1.08769305e-08
0.85792065,9.411991e-06,8.4050525e-06,0.0002840933,0.14177719,4.175488e-09,2.0415035e-07,6.824304e-08,1.2883701e-08
0.73161626,9.495423e-05,0.0005412071,0.00075409224,0.26699018,7.722385e-08,2.2068762e-06,8.538568e-07,1.7407577e-07
0.27104226,9.490746e-06,1.0074517e-06,3.9480738e-06,0.7289433,2.4978958e-10,2.6153495e-08,5.611197e-09,1.0977889e-09
0.9399423,8.282467e-06,7.791309e-07,4.992719e-05,0.059998713,5.2161986e-10,4.892204e-08,1.4197967e-08,1.928782e-09
0.46555662,0.00079848734,2.4505794e-05,0.0009397804,0.53267914,2.9744923e-08,1.0400812e-06,3.7589152e-07,6.890858e-08
0.7152618,0.0017112604,7.845095e-05,0.002640917,0.2803027,1.1786111e-07,3.0745587e-06,1.386764e-06,2.8559148e-07
0.7779445,5.3042702e-05,3.211568e-05,0.0003067605,0.22166227,4.1837495e-08,9.69386e-07,4.129453e-07,8.500293e-08
0.7685001,0.0019810873,1.4675727e-05,0.0012018881,0.2282996,6.0766254e-08,1.7443743e-06,6.05475e-07,1.7145868e-07
0.99774855,1.556078e-06,1.5142166e-06,0.0010126361,0.0012355602,7.9892554e-10,6.822639e-08,2.030788e-08,2.4913112e-09
0.9570975,8.200146e-05,2.5782917e-06,0.00045402028,0.04236346,7.274341e-09,3.1651695e-07,1.3073294e-07,2.0142991e-08
0.930196,4.0794042e-05,0.00087811454,0.00026818487,0.06861403,7.700677e-08,1.764848e-06,7.060486e-07,2.4141633e-07
0.67466307,0.0011274546,0.11087748,0.20064336,0.012642217,2.0351365e-06,2.88828e-05,1.1931995e-05,3.6844501e-06
0.7853523,0.0008642612,2.0892603e-05,0.00029356126,0.21346663,6.16268e-08,1.5332563e-06,5.245927e-07,1.4471235e-07
0.01221061,2.8204431e-06,5.9657585e-05,1.4891173e-05,0.9877121,6.969647e-10,4.2080902e-08,1.2047278e-08,2.7475204e-09
0.9778917,0.00028521722,0.00029002555,0.012011674,0.009510629,3.5064772e-07,6.8236295e-06,2.8036131e-06,7.225781e-07
0.8473359,0.00076651043,6.65235e-05,0.01433894,0.13748652,1.4475069e-07,3.6807885e-06,1.6419986e-06,2.946458e-07
0.2244904,0.00029292877,0.0018810964,0.0012809259,0.77204764,2.569537e-07,4.4023327e-06,1.6446708e-06,6.741751e-07
0.75983006,0.003855452,0.0022238928,0.016308133,0.21773835,1.4562441e-06,2.7658849e-05,1.0730941e-05,4.3369905e-06
0.78662705,0.00012964067,9.203225e-05,0.00047988055,0.21266921,8.282033e-08,1.3844336e-06,6.2386914e-07,1.575551e-07
0.8267977,5.049762e-07,2.8209703e-07,2.053069e-05,0.17318098,1.01526405e-10,1.4843899e-08,3.1989473e-09,5.5076144e-10
0.48355395,0.18713236,0.19104083,0.035985313,0.10203056,2.1136533e-05,0.00013264289,7.3933414e-05,2.936765e-05
0.35904,0.00021339487,0.0036735446,0.24873847,0.388312,8.6268994e-07,1.2408959e-05,7.513978e-06,1.8245216e-06
0.91048825,6.61753e-06,1.9394831e-06,0.00060950464,0.08889325,2.9549183e-09,1.7414379e-07,6.043728e-08,8.760855e-09
0.4190812,0.0048053632,0.05432208,0.01951885,0.5021911,5.4268558e-06,4.1935873e-05,2.5037756e-05,8.947509e-06
0.47614107,0.00011364155,0.00051499717,0.0005319665,0.5226946,9.837271e-08,2.4567582e-06,8.562895e-07,3.470912e-07
0.9956868,2.0095038e-06,4.699771e-07,3.2920172e-05,0.004277775,2.423281e-10,2.2245022e-08,6.0609078e-09,1.2416781e-09
0.9217893,8.122645e-05,0.00010616276,0.0008558221,0.07716472,7.591044e-08,1.8861234e-06,7.438773e-07,1.4555961e-07
0.9593807,8.3976565e-06,3.0627813e-05,0.0001578877,0.04042199,5.857934e-09,2.5773252e-07,8.324823e-08,1.7071843e-08
0.13694586,7.046471e-06,9.722967e-05,0.0001157779,0.8628337,6.477626e-09,2.8402886e-07,7.9426755e-08,2.6112453e-08
0.97161376,2.6304453e-05,3.520247e-05,0.0015370889,0.026786357,3.2997406e-08,8.3830486e-07,3.672583e-07,7.932533e-08
0.431513,0.00072233984,4.288291e-06,6.180097e-05,0.5676983,5.403042e-09,2.9394215e-07,9.3125934e-08,1.2953858e-08
0.680642,0.00023062828,1.35782975e-05,0.00012847628,0.31898403,2.9292208e-08,9.5359155e-07,3.544305e-07,6.777494e-08
0.8378984,6.416817e-06,1.4602729e-06,3.7467016e-05,0.16205616,6.192876e-10,6.1834285e-08,1.5182392e-08,2.1399529e-09
0.41477653,9.82818e-05,0.00012838746,0.0011565841,0.58383745,9.156928e-08,1.6961486e-06,7.973918e-07,2.3186377e-07
0.2214164,0.00025903262,4.0133975e-05,3.3374035e-06,0.7782809,4.5424775e-09,2.0951659e-07,4.4664205e-08,2.005673e-08
0.97753763,3.9255433e-06,4.533351e-07,2.79783e-05,0.022430005,2.1492484e-10,3.1051854e-08,6.74213e-09,9.097198e-10
0.45763153,0.001607479,0.009468573,0.0054558227,0.52578986,2.996767e-06,2.4575116e-05,1.3940189e-05,5.3111494e-06
0.76730853,0.00021399811,4.3260106e-06,0.0024363953,0.23003542,2.0320723e-08,8.763714e-07,3.302189e-07,4.2943636e-08
0.81924194,1.6801921e-05,0.0002602232,0.012469475,0.16800818,6.3505915e-08,2.1239812e-06,8.5972886e-07,1.7073171e-07
0.99715364,2.4540175e-05,7.745684e-07,0.00032726632,0.0024936616,1.5465341e-09,1.20228e-07,3.4732388e-08,4.3754347e-09
0.48662058,0.00043076373,0.0013409423,0.0009398634,0.5106612,2.4607633e-07,4.2744005e-06,1.6007491e-06,6.4530093e-07
0.93711746,0.00070200773,0.021745319,0.023869013,0.016545119,8.8280103e-07,1.25465285e-05,5.658136e-06,1.9456447e-06
0.9969765,3.4631466e-06,8.236791e-06,0.00044869178,0.002563119,2.0848827e-09,1.461309e-07,4.167798e-08,7.94398e-09
0.96819246,1.7818484e-06,3.1047355e-07,5.042269e-06,0.031800438,4.55513e-11,7.481895e-09,1.4062891e-09,2.337409e-10
0.8662177,9.440503e-05,0.007895377,0.0002121095,0.12557669,1.4682695e-07,2.2674078e-06,1.0789188e-06,3.7268453e-07
0.950503,7.2801726e-05,0.00013566474,0.045674488,0.0036098962,5.3982927e-08,2.9720145e-06,1.1231801e-06,1.2551538e-07
0.9792173,0.0029608416,0.00045856138,0.008778032,0.008574917,2.338065e-07,7.243879e-06,2.5972802e-06,4.583274e-07
0.9880804,0.00016996435,9.479859e-06,0.0008680111,0.010870486,3.9484966e-08,1.1546001e-06,4.546818e-07,7.584667e-08
0.9931416,1.1864607e-07,2.4631677e-07,3.1050386e-05,0.006827028,3.3614025e-11,5.9392153e-09,1.5583019e-09,1.7791979e-10
0.9466929,0.004273919,0.00046618207,0.040777605,0.0077670054,8.5738805e-07,1.3508362e-05,6.566877e-06,1.3861851e-06
0.99088997,9.050006e-05,0.0001905173,0.005392456,0.0034336227,7.1263415e-08,1.905091e-06,7.9523096e-07,1.6221898e-07
0.9913884,1.6511874e-05,6.899594e-05,0.00015762242,0.008368012,7.4361943e-09,2.1752668e-07,1.09662025e-07,2.3095222e-08
0.9545644,2.2725299e-05,0.001987938,0.000594835,0.042827263,7.813043e-08,1.8189871e-06,7.391208e-07,2.5551125e-07
0.9983101,1.5305039e-05,7.222948e-07,0.0006873803,0.0009863006,9.959282e-10,1.1732531e-07,3.0619127e-08,3.2454046e-09
0.9307144,3.377559e-05,0.000100928795,0.00016091642,0.068988964,3.148962e-08,6.737184e-07,3.024507e-07,7.9641964e-08
0.99330235,4.1924264e-05,0.00010817624,0.0016293814,0.004916258,2.7031925e-08,1.279742e-06,4.185543e-07,7.4236596e-08
0.85775393,0.044278834,0.006559527,0.076821245,0.014519779,2.1101112e-06,4.2375163e-05,1.8368659e-05,3.7773793e-06
0.98443836,2.2252114e-05,3.505215e-05,0.0017928535,0.013710954,4.693856e-09,3.86511e-07,1.253399e-07,2.0186956e-08
0.9882746,6.670067e-06,7.024137e-06,0.0004623467,0.011249017,4.8201128e-09,2.1171587e-07,8.5570974e-08,1.2778881e-08
0.99922085,1.113208e-06,1.8207732e-07,8.712317e-05,0.0006907368,1.0015895e-10,1.5982184e-08,3.73244e-09,4.018469e-10
0.9581349,6.4566004e-05,4.140733e-05,0.0002196198,0.041538827,1.4360223e-08,4.6446286e-07,1.8297678e-07,4.2682906e-08
0.9823037,0.00021815399,6.7898145e-05,0.015542412,0.0018664852,1.6608249e-08,1.0779156e-06,3.2839503e-07,5.7649824e-08
0.79568154,0.002778885,0.092859596,0.08613871,0.022431176,4.0467617e-06,6.769858e-05,3.02593e-05,8.036334e-06
0.8013196,0.00011051851,0.0022706825,0.00059427746,0.19570185,1.10899386e-07,1.6986096e-06,1.0424667e-06,2.059319e-07
0.3816692,0.0048583895,0.029324815,0.010935169,0.57317847,1.7647578e-06,1.9823976e-05,1.0269821e-05,2.1398828e-06
0.79456335,0.00032034278,0.00027779862,0.006398591,0.1984337,2.8030266e-07,3.3936894e-06,2.2093357e-06,3.5512534e-07
0.9219339,0.00022527028,7.87621e-05,0.075076416,0.0026771147,1.741877e-07,5.4556e-06,2.4335186e-06,3.6577126e-07
0.9698417,0.001083569,0.0019498989,0.020202834,0.0069066463,5.750649e-07,8.8162e-06,4.907581e-06,1.0403453e-06
0.9617475,0.00029708073,0.00056995807,0.034985535,0.0023920538,2.2112258e-07,4.547609e-06,2.5928528e-06,5.0934614e-07
0.9619723,0.0031332364,0.0013768673,0.028648796,0.004850686,8.0639666e-07,9.7183265e-06,6.029868e-06,1.4170422e-06
0.8178881,0.00038106632,0.037498076,0.03102557,0.113174446,1.3184373e-06,1.8041992e-05,1.03102475e-05,3.1529817e-06
0.95555574,0.00040150536,0.00057224167,0.04190871,0.0015505644,3.4927163e-07,6.5583026e-06,3.578148e-06,6.6624415e-07
0.9976418,2.8021288e-06,7.1550226e-06,0.0015567584,0.0007911358,2.3651134e-09,1.870108e-07,6.03297e-08,6.929256e-09
0.9954182,5.1497216e-05,5.494684e-05,0.004288469,0.00018592122,1.4178321e-08,6.6959154e-07,2.58151e-07,4.1110148e-08
0.099558815,0.0042718127,0.3398779,0.5450165,0.01118956,4.342638e-06,4.9508737e-05,2.253652e-05,8.970257e-06
0.6720619,0.0014387278,0.0039441846,0.020981016,0.3015438,1.9783308e-06,1.5095219e-05,1.0577206e-05,2.6206953e-06
0.91541284,0.00036885348,0.0038257686,0.071505785,0.008866102,8.4070547e-07,1.1993845e-05,6.1362466e-06,1.5934871e-06
0.6915568,0.0001333523,0.24031267,0.009011295,0.05897155,4.8692044e-07,9.054258e-06,3.606292e-06,1.1192225e-06
0.9163522,0.0005595243,0.00027794423,0.0036304106,0.079164356,6.8784595e-07,8.142485e-06,5.462265e-06,1.3634647e-06
0.9231406,0.00052499207,0.0019441276,0.071537465,0.0028242266,6.719686e-07,1.873182e-05,7.715272e-06,1.5450067e-06
0.9687722,8.0571255e-05,1.0451289e-05,0.030622363,0.00051122956,4.427359e-08,2.3674297e-06,8.036681e-07,9.910995e-08
0.48472947,0.0059236265,0.059163153,0.4012139,0.04889194,5.6562703e-06,3.987321e-05,2.4901194e-05,7.477806e-06
0.77485615,0.0023543157,0.0017867468,0.12181125,0.09914845,1.9768402e-06,2.2265302e-05,1.5367857e-05,3.5601793e-06
0.81525135,0.0013254374,0.018390398,0.0719563,0.09303883,1.9184304e-06,2.007058e-05,1.2631369e-05,3.0554506e-06
0.859526,0.002300125,0.011232821,0.08654378,0.040269114,7.525481e-06,7.4883006e-05,3.5446115e-05,1.0324688e-05
0.9541408,0.0006291434,0.005531145,0.02770832,0.011972378,5.865013e-07,1.1964496e-05,4.620825e-06,1.0311329e-06
0.9914629,6.973358e-05,4.0926087e-05,0.008016823,0.0004077081,3.0407726e-08,1.2828878e-06,4.459672e-07,6.386172e-08
0.9608631,0.000120604425,0.0048321285,0.024197625,0.009974448,5.0092626e-07,6.8456975e-06,3.7806292e-06,8.655056e-07
0.92353755,0.0007034628,0.0009619513,0.06896194,0.0058183265,5.466797e-07,1.0298595e-05,4.699696e-06,9.896258e-07
0.98962504,2.1729846e-05,9.4014096e-05,0.0037574396,0.0065007736,1.8491058e-08,6.395948e-07,3.3456124e-07,6.060869e-08
0.99533033,0.00026800233,7.42037e-05,0.0036386945,0.0006852953,9.208254e-08,2.101044e-06,9.39783e-07,1.9092268e-07
0.850394,0.008135162,0.026847051,0.07808519,0.036410984,7.687722e-06,6.816536e-05,3.998405e-05,1.1826626e-05
0.9687722,8.0571255e-05,1.0451289e-05,0.030622363,0.00051122956,4.427359e-08,2.3674297e-06,8.036681e-07,9.910995e-08
0.99420375,4.1990334e-05,0.000309461,0.0039165285,0.0015267443,3.2964323e-08,9.872506e-07,4.2909593e-07,9.997184e-08
0.6358095,0.00036334537,0.0006822889,0.003647694,0.35948494,5.858261e-07,6.7830083e-06,4.198572e-06,7.7254526e-07
0.96595544,0.0011996216,0.0016263123,0.020718161,0.010483476,8.095248e-07,9.353573e-06,5.5947203e-06,1.2390685e-06
